index,SequenceA,SequenceB,SCI
2418,AC009323.4_42522-42441,X03240.1_6071-6134,1.0491646778043
2419,AL935254.1_261916-262097,AP003189.2_159236-159062,0.958288770053476
2420,AF529572.1_1302-1353,AJ313421.1_50-101,0.971428571428571
2421,X00916.1_1570-1644,X51824.1_190-272,1.01751824817518
2422,M10217.1_7325-7260,U37541.1_1383-1322,1.19172932330827
2423,V00694.1_5204-5294,AJ130737.1_1761-1840,0.885196374622356
2424,AB076245.1_1700-1771,AL132709.5_137723-137652,0.713467048710602
2425,AB084422.1_1249-1362,X12589.1_1364-1477,0.880503144654088
2426,AL590385.23_26487-26416,AE008996.1_2003-1920,1.01910828025478
2427,D16620.1_3-310,D31723.1_1-254,0.780681287914139
2428,Z36522.1_3-205,AY145993.1_1-216,0.818665091553455
2429,X63786.1_549-738,X06476.1_456-651,1.04003139717425
2430,AF088897.1_10366-10481,X55268.1_3-119,0.79405684754522
2431,AF332867.1_388-471,AF457085.1_59-142,0.842105263157895
2432,AF132497.1_147-398,AY055140.1_294-545,0.917783191230207
2433,U23487.1_800-883,AF030958.1_65-148,1.09150326797386
2434,AE002321.1_7246-7145,U06833.1_215-133,0.920152091254753
2435,X02173.1_522-593,AB035923.1_6106-6178,1.23093681917211
2436,X15634.1_1233-1258,X72929.1_1233-1258,1.04854368932039
2437,L29622.1_5-230,U14768.1_1-239,0.780790960451977
2438,U32770.1_3645-3566,AP004599.1_137225-137134,0.966049382716049
2439,AF506626.1_1-236,AF077230.1_1-250,0.895822588963383
2440,X04465.1_73150-73215,AY005806.1_723-797,0.840848806366048
2441,AF093014.1_662-809,AF444327.1_152-305,0.859670164917541
2442,X67706.1_7281-7402,AY302558.1_7298-7418,1.07142857142857
2443,X14418.1_176-336,AC004546.1_16021-16184,1.08222768222768
2444,CR543861.1_1990167-1990077,AL646074.1_141575-141672,1.0046511627907
2445,AF004309.1_87-160,J01440.1_394-465,1.08944543828265
2446,AJ131591.1_3-116,X58874.1_548-664,1.08450704225352
2447,AC005275.1_105500-105804,AF069442.1_64156-64461,1.00905387052965
2448,AF041276.1_1-191,Z84279.1_1-250,0.81678956324447
2449,X54477.1_2-120,X02731.1_3-119,1.11170212765957
2450,X56005.1_1-73,X13824.1_2-83,1.03741496598639
2451,K00369.1_1-82,Y14522.1_1-81,1.15626102292769
2452,AF023942.1_90-141,AF292784.1_80-131,1.03401360544218
2453,AY302557.1_1-90,AF499636.1_1-91,1.02553191489362
2454,X84981.1_391-641,AF114383.1_394-644,0.978021978021978
2455,Z97125.1_19-102,AF017875.1_10-93,0.826923076923077
2456,AP005956.1_18481-18576,AE011751.1_9538-9457,0.727692307692308
2457,D90912.1_112591-112684,AE006092.1_9479-9578,1.16752136752137
2458,AE004221.1_2485-2350,CR522870.1_1448610-1448703,0.705882352941177
2459,AE008762.1_276-203,AP000397.1_130600-130527,1.20993227990971
2460,AL591676.10_16205-16259,AL928834.15_187161-187215,1.18248175182482
2461,K00228.1_1-82,X03924.1_848-782,0.909239130434782
2462,AF216796.1_3-205,AJ006314.1_1-234,0.796343001261034
2463,AJ295195.1_354-605,AB081344.1_266-517,0.958477508650519
2464,AF069442.1_64156-64461,U40756.1_3688-3391,1.01266357112706
2465,L36887.1_4635-4707,AC008670.6_83597-83665,1.44495412844037
2466,AF004408.1_427-558,AE010000.1_5636-5540,0.630706521739131
2467,AL954171.10_121543-121598,BX005124.7_130906-130960,1.004
2468,X15196.1_270-75,AE004127.1_7715-7538,0.921311475409836
2469,M74812.1_2-296,L38354.1_1-288,0.957149975087195
2470,AE007576.1_1562-1747,AE017274.1_20257-20449,1.0025466893039
2471,BX005152.9_61960-61906,BX293564.5_115366-115419,0.947916666666667
2472,M20958.1_1-80,X53649.1_495-566,1.12948207171315
2473,AF231763.1_393-644,AF499637.1_391-642,1.00707395498392
2474,L27898.1_1-231,X78857.1_2-193,0.760072158749248
2475,X56321.1_284-479,X51380.1_303-493,0.97037037037037
2476,D11419.1_119-221,AL646063.1_55639-55540,1.17237569060773
2477,U50045.1_216-145,X12890.1_1972-2045,1.20449438202247
2478,AF506671.1_1-230,AY145963.1_3-202,0.983381088825215
2479,X12631.1_1937-1868,AL590385.23_26487-26416,1.15060240963855
2480,AF462419.1_4444-4504,AJ295172.1_4347-4407,0.97979797979798
2481,X16851.1_1-119,K02354.1_1-118,1.10728744939271
2482,K01050.1_1-121,X00993.1_1-119,1.1528326745718
2483,Z50075.1_3-119,Z50056.1_3-119,1.01160337552743
2484,X05532.1_1-118,K02682.1_2-118,1.19073275862069
2485,X04465.1_90332-90261,X03715.1_926-998,1.13508442776735
2486,AE008893.1_17175-17247,M18744.1_76-164,1.00371057513915
2487,AF386044.1_65-148,AY371144.1_59-142,0.817961165048544
2488,AE017279.1_252135-252236,AE015685.1_10697-10614,0.796498905908096
2489,AB081343.1_266-517,L76412.1_390-641,0.947653429602888
2490,AJ249235.1_1281-1332,AF164485.1_2099-2150,1.034
2491,AF207767.1_1-379,D16618.1_3-309,0.826143790849673
2492,X01017.1_116-189,M68929.1_186481-186410,1.16744186046512
2493,AF196763.1_475-531,AB097870.1_8949-9004,1.11023622047244
2494,Z99259.1_7742-7997,X17237.1_11-302,0.956120943952802
2495,AB044074.1_65-148,AF159873.1_147-230,0.781512605042017
2496,X00997.1_1-119,J01889.1_1-119,1.11961722488038
2497,AF533134.1_65-148,AY451230.1_148-231,0.759433962264151
2498,X55263.1_3-119,X05528.1_1-121,1.0166468489893
2499,AE016968.1_6411-6516,AE016935.1_279858-279954,0.625916870415648
2500,U24470.1_452-550,U51282.1_498-596,0.938842975206612
2501,X16746.1_1-72,X52392.1_6573-6508,1.16198704103672
2502,J01851.1_1-119,X02264.1_3-118,0.965317919075144
2503,AF109909.2_85-201,AE004717.1_4063-3947,1.16435406698565
2504,D89936.1_1231-1150,AE008883.1_15626-15696,0.673142857142857
2505,X01037.1_5-303,X65984.1_1-306,1.06458880961322
2506,AF223409.1_1162-1275,U20342.1_1144-1257,0.673381294964029
2507,U14775.1_1-239,L38345.1_1-288,0.67208814270724
2508,AF538307.1_694-810,AF110967.1_181-297,0.842173350582147
2509,M34769.1_10-105,M34768.1_3-117,0.789041095890411
2510,X02167.1_179-251,X52739.1_1-72,1.11706349206349
2511,Z54587.1_126-45,M10217.1_2136-2204,0.89351081530782
2512,AF102207.1_385-441,U72140.1_317-373,1.10609037328094
2513,AE017179.1_109208-109098,AP005280.2_150221-150333,0.75036075036075
2514,AY519058.1_46-97,AY304898.1_1280-1331,1.00355871886121
2515,AY188093.1_3-196,AF056630.1_1-237,0.849068322981366
2516,AP003190.2_76046-75937,AE001887.1_9104-9203,0.665236051502146
2517,AF196741.1_577-675,U37270.1_383-481,0.998376623376624
2518,M10217.1_5910-5978,AF186372.1_596-669,1.15151515151515
2519,AE017000.1_234265-234084,AP004827.1_261938-261763,0.992244897959184
2520,X17658.1_140-72,M11464.1_1-72,1.3551912568306
2521,AF217312.1_1-256,AJ278830.1_1-391,0.831905344757242
2522,AE012197.1_305-402,AE003940.1_637-734,1.04798962386511
2523,AY055147.1_295-546,AF225473.1_351-602,0.963030303030303
2524,AJ437054.1_65-148,AF386018.1_65-148,0.904891304347826
2525,D31605.1_1-340,AY070187.1_1-277,0.767393989296007
2526,D10744.1_389-471,J01390.1_6367-6447,0.961432506887052
2527,D10934.1_1-391,D37841.1_1-392,0.962175792507205
2528,X12631.1_2020-2087,U61165.1_404-477,1.1751269035533
2529,L28864.1_453-551,L28883.1_495-593,0.938943894389439
2530,AF039205.1_4361-4421,U22522.1_4400-4460,0.832764505119454
2531,D11420.1_119-221,D11418.1_118-220,0.985401459854015
2532,Z00028.1_5121-5234,X17395.1_1934-1994,0.575953079178886
2533,M14386.1_106-268,M73768.1_361-517,0.946349206349206
2534,X03698.1_100-176,X04465.1_47942-47868,1.02557544757033
2535,BX842649.1_277414-277318,AE010479.1_12991-12886,0.954761904761905
2536,X61066.1_339-412,K00367.1_1-82,1.00352733686067
2537,AY371121.1_59-142,AF067155.1_232-315,0.858208955223881
2538,X04465.1_77203-77142,X05422.1_3488-3558,1.10246575342466
2539,AE016978.1_72938-72839,BX571861.1_7126-7022,0.707762557077626
2540,X02173.1_522-593,J01390.1_6234-6306,1.19733333333333
2541,K00368.1_1-82,V01556.1_306-238,1.20316622691293
2542,AF008220.1_6334-6422,AE008874.1_15640-15730,0.9994708994709
2543,AJ241838.1_56-3,AJ005305.1_56-3,0.98300283286119
2544,X16634.1_937-1057,X00992.1_1-119,1.23275862068966
2545,M86501.1_1024-1090,X16885.1_811-882,1.1231884057971
2546,K03454.1_125-223,AF239645.1_518-616,0.888888888888889
2547,AF443081.1_230-313,AF457062.1_59-142,1.0771144278607
2548,AF196759.1_455-511,U51295.1_379-435,1.02884615384615
2549,L34381.1_1-279,L27901.1_1-232,0.899606299212598
2550,AJ304424.1_353-604,AJ295204.1_353-604,0.972732661529342
2551,U72094.1_328-384,AF484520.1_8754-8810,1.3048433048433
2552,X55026.1_20537-20608,X16767.1_1-73,1.13623978201635
2553,D00625.1_393-644,L76408.1_391-642,1.0251572327044
2554,AC005783.1_27398-27326,M10217.1_13781-13846,0.869806094182826
2555,AF021888.1_1-190,AJ437145.1_1-238,0.871700429711479
2556,M35566.1_3-117,AF114036.1_6058-6174,1.09885931558935
2557,X06810.1_261-421,J03563.1_352-512,1.02857142857143
2558,Z82044.1_16317-16387,X07379.1_305-375,1.02135231316726
2559,AF408627.1_28-126,L28854.1_451-549,0.93859649122807
2560,X54035.1_52-153,AE012449.1_4930-4832,0.860560747663551
2561,AB074054.1_104-187,AB078698.1_65-148,0.937062937062937
2562,X65991.1_1-302,AC005275.1_105500-105804,1.09598676044683
2563,X52392.1_5172-5102,X61068.1_651-734,1.13948919449902
2564,U52953.1_204-287,AF484492.1_59-142,0.879356568364611
2565,D13616.1_3-119,Z50057.1_2-118,0.997745208568208
2566,X00081.1_2-117,AJ417699.1_1-119,0.991484184914842
2567,AJ235273.1_216698-216780,AF269814.1_2627-2730,1.12521150592217
2568,AJ313391.1_51-102,AY535764.1_171-222,0.981052631578947
2569,AE000043.2_9006-8935,X04779.1_1-73,1.1003717472119
2570,M16176.1_4-120,AF134704.1_5562-5676,1.09786700125471
2571,D16387.1_276-206,X61698.1_1470-1542,1.32035928143713
2572,AE004221.1_2485-2350,AE017311.1_207890-207810,0.705705705705706
2573,AY188140.1_2-196,AF217293.1_1-256,0.834829443447038
2574,AY190469.1_1-181,AF041305.1_1-191,0.808038808038808
2575,X15602.1_102-172,J04815.1_1026-1098,1.11642411642412
2576,AF259955.1_9556-9611,AF254732.1_394-450,1.05902192242833
2577,AF041301.1_1-191,AY145945.1_1-206,0.935320228281547
2578,X62861.1_3-124,X14441.1_5-123,1.05232558139535
2579,AL929391.10_162588-162642,AL591462.5_20240-20187,0.90983606557377
2580,AY344025.1_1-340,AF207768.1_1-379,0.936537050623624
2581,X89532.1_277-528,AY167105.1_375-626,0.980641258318209
2582,M68929.1_186481-186410,M68929.1_182805-182734,1.09832134292566
2583,X55033.1_412-483,AF233324.1_37223-37296,1.23505976095618
2584,M31831.1_60-156,D49784.1_399-501,0.882525697503671
2585,AY288865.1_65-148,AF418455.1_48-131,0.958579881656805
2586,S73542.1_3-119,AF072692.1_240-358,1.15438596491228
2587,L36887.1_4319-4391,K00462.1_57-128,1.17336683417085
2588,X04465.1_57877-57950,X57046.1_341-271,1.23552123552124
2589,X52392.1_6280-6355,M10217.1_11905-11973,1.37942122186495
2590,X05690.1_7275-7395,AF114383.1_7280-7400,0.991608391608392
2591,X16886.1_1215-1285,X12631.1_1570-1639,1.42723004694836
2592,Z84229.1_1-250,M74249.1_2-256,0.843196762771877
2593,AC002512.1_77401-77473,M20942.1_1-73,1.12006578947368
2594,M33889.1_1-117,M10435.1_2-120,1.11701427003293
2595,AY371135.1_1275-1326,AY519076.1_46-97,0.80990099009901
2596,U80525.1_411-509,U89857.1_451-549,0.948943661971831
2597,X02248.1_3-118,X06839.1_3-124,0.922077922077922
2598,X01017.1_487-417,AL590385.23_26487-26416,1.06066176470588
2599,U68517.1_65-148,AF115443.1_65-148,0.71969696969697
2600,AF506632.1_1-234,AJ291457.1_2-251,0.907975460122699
2601,AB081224.1_65-148,AY463236.1_304-387,0.936288088642659
2602,M19148.1_160-204,AF036400.1_123-167,0.789189189189189
2603,AE016776.1_272500-272339,AE016869.1_178989-179107,0.743535620052771
2604,AC008443.10_8240-8321,AC018638.5_4694-4623,1.08116385911179
2605,X60797.1_1180-1293,M27158.1_2168-2281,0.813471502590674
2606,K01637.1_819-890,M86498.1_1-69,1.24923076923077
2607,U23743.1_3-295,Z36520.1_1-205,0.779738190096756
2608,AF087656.1_10795-10873,Y12731.1_1118-1260,0.724274809160305
2609,AB001971.1_116-169,AL928946.17_79845-79899,0.716417910447761
2610,AF511948.1_9130-9195,D49777.1_849-913,0.875634517766497
2611,Y11511.1_115-268,D16558.1_2710-2862,0.832518337408313
2612,X65556.1_351-423,V00680.1_447-380,1.27074829931973
2613,X56456.1_243-390,X56458.1_91-238,1.00227014755959
2614,X04465.1_3679-3758,AF467991.1_42-125,1.16683087027915
2615,Z36519.1_1-205,AY188094.1_3-196,0.910487641950568
2616,AY358059.1_1284-1335,AY519097.1_46-97,0.996415770609319
2617,AF196747.1_454-510,AF196732.1_456-512,1.06928838951311
2618,BX088699.4_105142-105196,AL592062.11_86073-86127,1.04237288135593
2619,X57999.1_1526-1586,S48220.1_1731-1788,1.02966101694915
2620,AF056007.1_1-237,L38334.1_3-288,0.797959183673469
2621,D00552.1_73-146,AJ271079.2_19772-19686,1.06747404844291
2622,Z14099.1_1-342,AF056630.1_1-237,0.787157611136058
2623,U37541.1_1383-1322,Z00044.1_68888-68815,1.34238410596026
2624,AY519025.1_46-97,AY463235.1_1523-1574,1.00735294117647
2625,AY128254.1_65-148,AF391257.1_63-146,0.851936218678816
2626,AC005329.1_7043-6971,M68929.1_166107-166035,1.03921568627451
2627,X70810.2_102754-102683,X16643.1_1078-1151,1.12836438923395
2628,X15379.1_71-144,X14848.1_3824-3891,1.25124378109453
2629,AB042486.1_65-148,AY288846.1_65-148,0.904411764705882
2630,AJ550911.1_282-335,M17439.1_1-48,0.908571428571429
2631,M36911.1_2445-2539,X03698.1_100-176,0.880392156862745
2632,AF084761.1_65-148,L11771.1_65-148,0.86
2633,AE007319.1_10471-10547,AF269814.1_2627-2730,0.97934595524957
2634,X07829.1_1-102,X51447.1_262-364,0.979539641943734
2635,Z79563.1_65-148,AY038250.1_65-148,0.772151898734177
2636,AF443081.1_1452-1503,AY165236.1_234-285,1.0359168241966
2637,M11543.1_1-115,X02246.1_3-118,0.982264665757162
2638,X70810.2_30807-30878,X61064.1_63-135,1.14859437751004
2639,AE012978.1_1-99,AF270169.1_2621-2476,0.909428129829985
2640,AF101250.1_1-119,M36313.1_2-120,1.15933412604043
2641,AE012556.1_212138-212040,AE016910.1_243048-243195,0.705604719764012
2642,X04465.1_47942-47868,Z00028.1_5121-5234,0.738738738738739
2643,X99256.1_11558-11626,L36889.1_130-201,1.40366972477064
2644,X56458.1_91-238,X06474.1_512-707,0.733913043478261
2645,X15929.1_1-194,X55772.1_223-412,0.889285714285714
2646,D10534.1_1-121,X05052.1_3-119,1.08932714617169
2647,AE016999.1_106602-106704,AE001547.1_1336-1446,0.772602739726028
2648,AY169804.1_341-424,L20571.1_881-964,0.832869080779944
2649,X03920.1_1172-1235,AY060611.1_560-627,0.75202492211838
2650,AE017266.1_253092-253204,AE016928.1_199416-199321,1.06938775510204
2651,X12890.1_2055-2127,X55514.2_4187-4119,1.25961538461538
2652,X04465.1_38367-38438,X14698.1_250-321,1.16348195329087
2653,Z50056.1_3-119,X06098.1_1-107,0.873862158647594
2654,X02252.1_3-118,X05519.1_1-116,1.0
2655,AB042240.3_36390-36319,M68929.1_18311-18382,1.15212981744422
2656,U69587.1_125-223,U43141.1_49-147,0.975652173913044
2657,AY037276.1_59-142,AB098331.1_838-921,1.0355871886121
2658,X07913.1_1061-1251,X00093.1_360-550,0.949800796812749
2659,AY181083.1_46-97,L11783.1_1290-1341,0.982178217821782
2660,X60797.1_1180-1293,AF223409.1_1162-1275,0.958810068649886
2661,AY463231.1_304-387,AY178919.1_20-103,0.796766743648961
2662,D38115.1_11583-11651,M10217.1_13648-13715,1.19815668202765
2663,AC024877.2_101525-101454,U33007.1_60769-60697,1.06390977443609
2664,D16387.1_11555-11625,D38114.1_11688-11758,1.1522491349481
2665,Z29101.1_1-302,AC005275.1_105500-105803,1.09259259259259
2666,D50484.1_1-379,AJ438622.1_1-250,0.800634345265066
2667,AF493545.1_787-900,X62841.1_1711-1824,0.978678038379531
2668,AF539404.1_1563-1614,AY561240.1_1299-1350,1.02214022140221
2669,X55265.1_3-119,M27245.1_5773-5889,0.98781838316722
2670,U69590.1_125-223,AF196767.1_578-676,0.940273037542662
2671,M16450.1_308-380,X16885.1_635-704,1.0748987854251
2672,X04246.1_87-278,X04212.1_1-187,1.06950122649223
2673,AP001515.2_285845-285727,AE012558.1_14966-15083,0.969101123595506
2674,X05915.1_238-170,J01435.1_264-194,1.36704119850187
2675,AY451150.1_147-230,L11797.1_65-148,0.945652173913044
2676,AF010496.1_105318-105541,AF306632.1_382-181,0.855491329479769
2677,X51471.1_6754-6681,J01399.1_2867-2939,1.09815950920245
2678,X65983.1_1-305,Z29107.1_1-302,1.09443585780526
2679,AF323246.1_67-118,AY519118.1_46-97,1.1969696969697
2680,M10217.1_5909-5841,X14848.1_3820-3750,1.08011049723757
2681,AF443092.1_231-314,AF484516.1_59-142,0.930591259640103
2682,X68198.1_9818-9745,X03016.1_3583-3669,0.961165048543689
2683,X04465.1_117436-117320,X04465.1_116516-116403,0.806275579809004
2684,AJ313419.1_47-98,AF349338.1_33-84,1.01437371663244
2685,D84262.1_9155-9219,AB057615.1_1528-1593,0.850671140939597
2686,AJ271079.2_59828-59899,AC024877.2_101525-101454,1.12375249500998
2687,AF411965.1_696-812,AF082394.1_14-133,0.948158253751705
2688,Y00159.1_2-117,M33890.1_5-120,1.06747638326586
2689,X62865.1_3-123,M11716.1_2-115,0.977572559366755
2690,AB034893.1_65-148,U29405.1_65-148,0.892201834862385
2691,AF196760.1_455-511,AF290031.1_456-512,0.977186311787072
2692,CR378670.1_15794-15904,AP002996.2_13233-13334,0.794557823129252
2693,AJ437030.1_65-148,AF529639.1_65-148,0.950819672131148
2694,AF156817.1_45-96,AY535683.1_171-222,0.962121212121212
2695,AJ249237.1_1294-1345,AY518945.1_46-97,0.949579831932773
2696,AY047301.1_457-513,U44468.1_853-909,1.06363636363636
2697,AF347015.1_5827-5762,X52392.1_6573-6508,1.17015706806283
2698,X16643.1_1078-1151,X59563.1_1377-1449,1.17658349328215
2699,AY070191.1_1-277,AJ006328.1_1-251,0.881329923273657
2700,AE005997.1_1774-1655,AJ312125.1_523-454,0.541791044776119
2701,AF146728.1_1429-1480,AF349321.1_33-84,1.04372623574144
2702,M26977.1_557-628,AE005196.1_3290-3363,1.02511773940345
2703,M16532.1_2-117,U67518.1_78-192,1.10154686078253
2704,AY304928.1_1283-1334,AY561241.1_1290-1341,0.884615384615385
2705,V00654.1_11907-11976,AF200830.1_9887-9951,1.36428571428571
2706,AF114384.1_1-90,L76412.1_1-91,1.04010695187166
2707,AF084707.1_65-148,AF529646.1_65-148,0.784119106699752
2708,AL939108.1_255442-255325,AP001516.1_246305-246211,0.786179921773142
2709,U80522.1_411-509,AF224507.1_126-224,1.01720841300191
2710,L11765.1_1308-1359,AJ535010.1_23-74,0.977924944812362
2711,L28906.1_463-561,AF239626.1_541-639,0.943048576214405
2712,AE010126.1_9583-9877,X13914.1_2-302,0.998872886662492
2713,U22383.1_8197-8124,K02232.1_1-72,1.23950617283951
2714,AE010002.1_2251-2354,AE004385.1_7550-7674,0.793079584775087
2715,AF499641.1_391-641,AF317694.1_391-642,0.96875
2716,AY070191.1_1-277,AJ438621.1_1-250,0.856167979002625
2717,Z11823.1_1-116,X67494.1_1-118,1.14302191464821
2718,AE012978.1_1-99,AE013857.1_9631-9778,0.901590909090909
2719,AL021918.1_54817-54736,X03240.1_1-65,1.04804928131417
2720,X13824.1_2-83,M19493.1_340-412,1.11180124223602
2721,AF070521.1_854-937,AY158534.1_203-286,0.770731707317073
2722,AP004601.1_38307-38208,AE013132.1_12640-12541,0.950138504155125
2723,U51756.1_1-224,M74812.1_2-296,0.779303062302006
2724,U67492.1_3149-3223,D16387.1_276-206,1.23699421965318
2725,AY055151.1_298-550,AY062273.1_288-534,0.923551171393342
2726,L27236.1_1-122,X13035.1_1-119,1.15830546265329
2727,M68929.1_163972-163902,M25321.1_113-184,1.29577464788732
2728,J01391.1_18-88,X00706.1_129-200,1.11111111111111
2729,J01435.1_4494-4561,V00676.1_400-335,1.65922746781116
2730,V00676.1_23-88,M10217.1_5770-5840,1.32294617563739
2731,K03161.1_1-118,X62865.1_3-123,1.13106796116505
2732,AF418439.1_65-148,AY451098.1_148-231,1.00626959247649
2733,AF134759.1_1-181,AF041278.1_1-191,0.818673883626522
2734,D10077.1_1-391,D14420.1_2-291,0.872485921158488
2735,U81471.1_411-509,L28881.1_451-549,0.930728241563055
2736,AP004827.1_261938-261763,AE017033.1_217118-217310,0.914671814671815
2737,M16560.1_7270-7389,AJ577590.1_7312-7433,0.917874396135266
2738,AC093098.2_67389-67475,X67736.1_4837-4923,1.07165109034268
2739,AF102206.1_385-440,AF286243.1_378-433,0.975332068311195
2740,AE017154.1_86844-87014,X00008.1_296-492,1.06230031948882
2741,AB081229.1_65-148,AF255925.1_20-103,0.962441314553991
2742,D16617.1_1040-1076,AB057604.1_1720-1756,0.95
2743,M35563.1_5-120,X02706.1_2-120,1.12661870503597
2744,AY304873.1_1274-1325,AF391257.1_1282-1333,0.970760233918129
2745,D31605.1_1-340,U14780.1_1-239,0.797849462365591
2746,L07095.1_15292-15358,J00309.1_356-427,1.13943661971831
2747,M34772.1_1-114,X01617.1_1-119,1.09009433962264
2748,AF405202.1_210-308,L28884.1_495-593,0.941780821917808
2749,BX571861.1_7126-7022,AE017200.1_98337-98247,0.773504273504274
2750,AF443076.1_1443-1494,AY455784.1_1548-1599,1.01663585951941
2751,AF499640.1_1-91,AF317694.1_1-90,1.04016064257028
2752,D90457.1_4467-4527,U22521.1_4397-4457,1.04395604395604
2753,AJ293918.1_1-91,AF465511.1_1-91,0.993065187239944
2754,AB057606.1_1720-1756,AB057682.1_1720-1756,1.00950570342205
2755,AF084746.1_65-148,AF119819.1_874-957,0.890855457227139
2756,U81278.1_1-230,AF207762.1_1-379,0.840773286467487
2757,AE016922.1_90941-90851,AP005336.1_138128-137994,0.656156156156156
2758,L02317.1_401-484,AF355337.1_65-148,0.823343848580442
2759,J01390.1_12417-12498,AF347015.1_5892-5827,1.32080924855491
2760,D14307.1_1-327,AF055302.1_1-238,0.874450415241817
2761,AB081745.1_65-148,Z97082.1_19-102,0.801829268292683
2762,AE001799.1_20444-20268,AE015937.1_285886-286061,1.06539309331374
2763,AC092237.1_57223-57161,X13710.1_946-1008,1.02772277227723
2764,AF391268.1_65-148,AY161881.1_173-256,0.815724815724816
2765,AF314018.1_1820-1748,AF155162.1_115-49,1.37846153846154
2766,AF056005.1_1-237,L29622.1_5-230,0.86655592469546
2767,X61674.1_1095-1008,AF105125.1_104-176,1.02857142857143
2768,AY344028.1_1-165,U63377.1_1-323,0.70389461626575
2769,AY518951.1_46-97,AY535663.1_171-222,0.943760984182777
2770,AY429470.1_7281-7401,AF524867.1_7334-7453,0.965244865718799
2771,AE005314.1_4287-4216,X05395.1_365-438,0.625
2772,AF134756.1_1-181,AJ438625.1_1-253,0.740831295843521
2773,AJ005300.1_282-335,AJ241850.1_282-334,0.868686868686869
2774,AJ131147.1_1719-1794,Y08501.2_169475-169584,0.841860465116279
2775,AE015829.1_4454-4280,AE013039.1_9145-9323,1.05836249125262
2776,AJ296990.1_141-209,M22656.1_459-528,1.26600985221675
2777,M27245.1_5773-5889,X55251.1_3-116,0.947674418604651
2778,AE006092.1_9479-9578,X14404.1_126-225,1.01683899556869
2779,AF196732.1_456-512,AJ271369.1_131-186,1.11500974658869
2780,BX248111.7_6762-6711,AL929222.6_146158-146212,0.779816513761468
2781,AY162224.1_866-949,AF084731.1_65-148,0.810304449648712
2782,X04465.1_73150-73215,AB042240.3_34087-34170,0.965879265091863
2783,AF041285.1_1-191,Z36518.1_1-205,0.837573385518591
2784,AE008184.1_8540-8430,AL596164.1_123476-123581,0.748275862068965
2785,X72588.1_6990-7093,D10528.1_1-121,0.846607669616519
2786,AB030643.1_4176-4241,U67853.1_375-442,1.08051391862955
2787,AY173957.1_62-175,AF423755.1_144-259,0.955072463768116
2788,AF308934.1_1774-1887,AF454388.1_1126-1239,0.717920353982301
2789,AB032740.1_666-779,K03457.1_17-132,0.859007832898172
2790,K02354.1_1-118,X06836.1_1-119,1.0814332247557
2791,S62220.1_1-390,L38334.1_3-288,0.835385878489327
2792,X66437.1_1-83,J04815.1_1662-1729,1.24776119402985
2793,D38079.1_1040-1076,AB057682.1_1720-1756,0.979047619047619
2794,AF411964.1_695-809,AF411967.1_695-812,1.00137931034483
2795,Z11816.1_1-116,AJ251080.1_1-117,1.04872881355932
2796,AY140134.1_1158-1206,L11770.1_1290-1341,0.9
2797,D10528.1_1-121,Z50061.1_3-119,1.20182291666667
2798,J04815.1_1592-1523,X52070.1_699-771,1.32217573221757
2799,X05862.1_1361-1386,X02624.1_1212-1237,1.0
2800,AY206656.1_65-148,AB081211.1_65-148,0.896464646464646
2801,X02026.1_1-117,X72588.1_6990-7093,0.850213980028531
2802,X14848.1_3824-3891,M21373.1_208-280,1.22358722358722
2803,M58210.1_744-800,AF254729.1_413-469,0.961397058823529
2804,AF538303.1_2105-2156,AF323215.1_27-78,0.990494296577947
2805,M36312.1_2-120,X15329.1_3-123,1.10486891385768
2806,Z00028.1_5121-5234,X03834.1_1418-1494,0.61112618724559
2807,X02128.1_24-139,X15364.1_6601-6721,0.959608323133415
2808,AF490528.1_4630-4697,AJ400907.1_3795-3861,1.30978260869565
2809,U32782.1_8310-8397,AE007651.1_7649-7751,0.819796954314721
2810,X60981.1_3182-3253,J01390.1_13362-13432,1.22929936305732
2811,AF457067.1_1287-1338,AY043176.1_1284-1335,1.00583657587549
2812,AJ131588.1_3-114,M36309.1_1-120,1.14033149171271
2813,AF359413.1_808-858,D86536.1_983-1033,0.981818181818182
2814,AF017894.1_29-112,AF491247.1_65-148,0.935412026726058
2815,J01404.1_5140-5204,X15768.1_134-207,1.40555555555556
2816,X15621.1_101-144,D87492.1_2147-2192,0.861538461538462
2817,X16885.1_779-708,X16888.1_255-184,1.1625
2818,AE016874.1_27758-27654,AP005343.1_46608-46510,1.00364298724954
2819,X06103.1_1-119,X65710.1_35-152,1.14814814814815
2820,M10217.1_7015-7083,M16333.1_1-74,1.38781163434903
2821,AC084446.1_16506-16210,Z30973.1_7231-6935,1.05911680911681
2822,X15927.1_1-160,X55773.1_387-534,0.822510822510823
2823,X04561.1_1-72,AF008220.1_6334-6422,1.05295315682281
2824,AE016800.1_67341-67243,AE017241.1_138845-138735,0.886904761904762
2825,D50483.1_9306-9342,AB049100.1_9287-9323,0.952
2826,AF538303.1_599-697,AF254704.1_532-630,0.899827288428325
2827,AY070182.1_1-277,X78866.1_2-193,0.746895328208161
2828,AE017029.1_246029-245843,AF270308.1_2156-2331,0.956512605042017
2829,U50045.1_216-145,U67517.1_7511-7582,1.06538461538462
2830,AJ536612.1_206-152,AJ005314.1_281-334,1.2112676056338
2831,L02317.1_1632-1683,AF391253.1_1284-1335,1.06666666666667
2832,AF008220.1_5430-5502,AL671879.2_100356-100285,1.1390977443609
